i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,8.47,,,,,,,,,,,,,,,,,,,
2,8.03,9.10,,,,,,,,,,,,,,,,,,
3,7.58,8.65,9.58,,,,,,,,,,,,,,,,,
4,7.14,8.21,9.14,10.05,,,,,,,,,,,,,,,,
5,6.69,7.76,8.69,9.60,10.50,,,,,,,,,,,,,,,
6,6.24,7.32,8.25,9.16,10.05,10.94,,,,,,,,,,,,,,
7,5.80,6.87,7.80,8.71,9.61,10.49,11.37,,,,,,,,,,,,,
8,5.35,6.43,7.36,8.27,9.16,10.05,10.92,11.80,,,,,,,,,,,,
9,4.91,5.98,6.91,7.82,8.72,9.60,10.48,11.35,12.22,,,,,,,,,,,
10,4.46,5.54,6.47,7.38,8.27,9.16,10.03,10.91,11.77,12.64,,,,,,,,,,
11,4.02,5.09,6.02,6.93,7.83,8.71,9.59,10.46,11.33,12.19,13.05,,,,,,,,,
12,3.57,4.64,5.58,6.49,7.38,8.27,9.14,10.02,10.88,11.75,12.61,13.46,,,,,,,,
13,3.13,4.20,5.13,6.04,6.94,7.82,8.70,9.57,10.44,11.30,12.16,13.02,13.87,,,,,,,
14,2.68,3.75,4.69,5.60,6.49,7.38,8.25,9.13,9.99,10.86,11.71,12.57,13.43,14.28,,,,,,
15,2.24,3.31,4.24,5.15,6.05,6.93,7.81,8.68,9.55,10.41,11.27,12.13,12.98,13.83,14.68,,,,,
16,1.79,2.86,3.80,4.70,5.60,6.49,7.36,8.23,9.10,9.96,10.82,11.68,12.54,13.39,14.24,15.09,,,,
17,1.35,2.42,3.35,4.26,5.15,6.04,6.92,7.79,8.66,9.52,10.38,11.24,12.09,12.94,13.79,14.64,15.49,,,
18,0.90,1.97,2.90,3.81,4.71,5.59,6.47,7.34,8.21,9.07,9.93,10.79,11.64,12.49,13.35,14.19,15.04,15.89,,
19,0.45,1.53,2.46,3.36,4.25,5.14,6.01,6.88,7.74,8.60,9.46,10.32,11.17,12.02,12.87,13.71,14.56,15.40,16.25,
20,0.00,0.91,1.71,2.51,3.31,4.11,4.91,5.71,6.51,7.31,8.11,8.91,9.71,10.51,11.31,12.11,12.91,13.71,14.51,15.31
